name,active_status,address,geo,region,coordinators
Hauppauge (New York),TRUE,"2784 Ocean Avenue, Ronkonkoma, NY 11779, United States","{
  ""geo"": {
    ""lat"": ""40.814398999999987"",
    ""long"": ""-73.125714300000027""
  }
}",USA-North East,"venkatakirankumar.rangu@manabadi.siliconandhra.org,padmini.paduchuri@manabadi.siliconandhra.org"
Queens Village,TRUE,"9530 225th St, Queens Village, NY 11429, United States","{
  ""geo"": {
    ""lat"": ""40.7197828"",
    ""long"": ""-73.72944050000001""
  }
}",USA-North East,sowjanya.kunchala@manabadi.siliconandhra.org
Newark,TRUE,"2451 Frazer Rd, Newark, DE 19702, United States","{
  ""geo"": {
    ""lat"": ""39.600952000000007"",
    ""long"": ""-75.771505999999988""
  }
}",USA-North East,"prathima.chava@manabadi.siliconandhra.org,sahithi.vallabhuni@manabadi.siliconandhra.org"
Clarksburg - Boyds - Germantown,TRUE,"12213 Canterfield Terrace, Germantown, MD 20876, USA","{
  ""geo"": {
    ""lat"": ""39.2189376"",
    ""long"": ""-77.2554449""
  }
}",USA-North East,"neeraja.guduru@manabadi.siliconandhra.org,ramana.hemadri@manabadi.siliconandhra.org,ramachandra.yarubandi@manabadi.siliconandhra.org"
Delaware Hindu Temple,TRUE,"760 Yorklyn Road, Hockessin, DE 19707, United States","{
  ""geo"": {
    ""lat"": ""39.7906244"",
    ""long"": ""-75.688144500000021""
  }
}",USA-North East,rama.atluri@manabadi.siliconandhra.org
Boston - Chelmsford,TRUE,"11 Cove Street, Chelmsford, MA 01824, United States","{
  ""geo"": {
    ""lat"": ""42.6040496"",
    ""long"": ""-71.339420099999984""
  }
}",USA-North East,"ankit.kataru@manabadi.siliconandhra.org,venatha.dammalapati@manabadi.siliconandhra.org"
King Of Prussia,TRUE,"501 Monroe Boulevard, King of Prussia, PA 19406, United States","{
  ""geo"": {
    ""lat"": ""40.0934739"",
    ""long"": ""-75.359785699999975""
  }
}",USA-North East,"tapesh.sharma@manabadi.siliconandhra.org,sreelatha.thatakuri@manabadi.siliconandhra.org"
Lansdale,TRUE,"2902 Maggie Way Chalfont, PA 18914 USA","{
  ""geo"": {
    ""lat"": ""40.2351316"",
    ""long"": ""-75.176316900000018""
  }
}",USA-North East,"satish.turlapati@manabadi.siliconandhra.org,lavanya.neti2@manabadi.siliconandhra.org"
Walpole (Boston),TRUE,"60 Beethoven Avenue, Walpole, MA 02081, United States","{
  ""geo"": {
    ""lat"": ""42.120124399999987"",
    ""long"": ""-71.292958099999964""
  }
}",USA-North East,srinivas.gollakota@manabadi.siliconandhra.org
Buffalo,TRUE,"1595 North French Road, Getzville, NY 14068, United States","{
  ""geo"": {
    ""lat"": ""43.0341783"",
    ""long"": ""-78.765706599999987""
  }
}",USA-North East,sreenivas.kune@manabadi.siliconandhra.org
Quincy(Boston),TRUE,"33 Df Haviland LnWeymouth, MA 02188","{
  ""geo"": {
    ""lat"": ""42.2151037"",
    ""long"": ""-70.9588827""
  }
}",USA-North East,"ankit.kataru@manabadi.siliconandhra.org,bhupathiraju.pandeti@manabadi.siliconandhra.org"
South Windsor,TRUE,"614, Thoreau Circle, Windsor, CT, 06095, United States","{
  ""geo"": {
    ""lat"": ""41.885935"",
    ""long"": ""-72.691277000000014""
  }
}",USA-North East,rao.yalamanchili@manabadi.siliconandhra.org
Gaithersburg,TRUE,"Fields Road Elementary School, 1 School Dr, Gaithersburg, MD 20878","{
  ""geo"": {
    ""lat"": ""39.1187797"",
    ""long"": ""-77.214975999999979""
  }
}",USA-North East,"neeraja.guduru@manabadi.siliconandhra.org,sailaja.mudiya@manabadi.siliconandhra.org"
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Intinta ManaBadi(Online Every Saturday) - EST,TRUE,"Augusta, Virginia, United States","{
  ""geo"": {
    ""lat"": ""38.2004562"",
    ""long"": ""-79.245114899999976""
  }
}",USA-North East,
Poughkeepsie,TRUE,"3 Brown Road, Wappingers Falls, NY 12590, United States","{
  ""geo"": {
    ""lat"": ""41.585307100000009"",
    ""long"": ""-73.857078600000023""
  }
}",USA-North East,narsimha.telukuntla@manabadi.siliconandhra.org
Rocky Hill,TRUE,"300 Cold Spring Road, Rocky Hill, CT 06067, United States","{
  ""geo"": {
    ""lat"": ""41.6382696"",
    ""long"": ""-72.6840272""
  }
}",USA-North East,rao.yalamanchili@manabadi.siliconandhra.org
Providence-Cumberland,TRUE,"40 Astral St, Warwick, RI 02888, USA","{
  ""geo"": {
    ""lat"": ""41.7373238"",
    ""long"": ""-71.410171399999967""
  }
}",USA-North East,"gokul.tripurneni@manabadi.siliconandhra.org,manjula.kocherlakota@manabadi.siliconandhra.org"
Piscataway,TRUE,"4500 New Brunswick Avenue, Piscataway Township, NJ 08854, United States","{
  ""geo"": {
    ""lat"": ""40.5611545"",
    ""long"": ""-74.437375799999984""
  }
}","USA-North East,New Jersey (North)",shahanaz.padakula@manabadi.siliconandhra.org
Summit - New Providence - Millburn (Synagogue - Summit),TRUE,"36 Chatham Rd, Summit, NJ 07901, USA","{
  ""geo"": {
    ""lat"": ""40.732178"",
    ""long"": ""-74.37738939999997""
  }
}","USA-North East,New Jersey (North)",sridhar.kristipati@manabadi.siliconandhra.org
Montgomery - Skillman,TRUE,"373 Burnt Hill Rd, Skillman, NJ 08558, United States","{
  ""geo"": {
    ""lat"": ""40.4282243"",
    ""long"": ""-74.672612800000024""
  }
}","USA-North East,New Jersey (South)",samatha.koganti@manabadi.siliconandhra.org
Kendall Park - South Brunswick - North Brunswick,TRUE,"57 Sand Hills Road, South Brunswick Township, NJ 08824, United States","{
  ""geo"": {
    ""lat"": ""40.4208625"",
    ""long"": ""-74.557913499999984""
  }
}","USA-North East,New Jersey (South)",ashok.kommuri@manabadi.siliconandhra.org
Flemington,TRUE,"16 Windsor Way, Flemington, NJ 08822, USA","{
  ""geo"": {
    ""lat"": ""40.5309718"",
    ""long"": ""-74.864558100000011""
  }
}","USA-North East,New Jersey (South)",lakshmi.gadey@manabadi.siliconandhra.org
Moorestown - Mt. Laurel,TRUE,"100 Mount Laurel Road, Mount Laurel, NJ 08054, United States","{
  ""geo"": {
    ""lat"": ""39.9582754"",
    ""long"": ""-74.924964400000022""
  }
}","USA-North East,New Jersey (South)",sunitha.gunda@manabadi.siliconandhra.org
Johns Creek,TRUE,,"{
  ""geo"": null
}",USA-South East,
Baton Rouge,TRUE,,"{
  ""geo"": null
}",USA-South East,gopinath.gopalam@manabadi.siliconandhra.org
Cumming,TRUE,,"{
  ""geo"": null
}",USA-South East,
Charlottesville,TRUE,,"{
  ""geo"": null
}",USA-South East,
Mt. Juliet,TRUE,,"{
  ""geo"": null
}",USA-South East,
"Columbia, SC",TRUE,,"{
  ""geo"": null
}",USA-South East,
Suwanee,TRUE,,"{
  ""geo"": null
}",USA-South East,
Morgantown,TRUE,,"{
  ""geo"": null
}",USA-South East,
Fort Myers,TRUE,"8293 Silver Birch Way Lehigh Acres, FL 33971","{
  ""geo"": {
    ""lat"": ""26.6138148"",
    ""long"": ""-81.7603714""
  }
}",USA-South East,"santhi.mallampally@manabadi.siliconandhra.org,sirisha.akella@manabadi.siliconandhra.org"
New Tampa - Best in Class Education Center (Unit C),TRUE,"10323 Cross Creek Blvd, Tampa, FL 33647, USA","{
  ""geo"": {
    ""lat"": ""28.143102"",
    ""long"": ""-82.312795""
  }
}",USA-South East,"sireesha.katipalli@manabadi.siliconandhra.org,bharathy.yelkur@manabadi.siliconandhra.org"
Fort Lauderdale,TRUE,"1350, Plumosa Way, Weston, FL, 33327, United States","{
  ""geo"": {
    ""lat"": ""26.121193"",
    ""long"": ""-80.420903899999985""
  }
}",USA-South East,sireesha.gondi@manabadi.siliconandhra.org
Charlotte South,TRUE,"17206 Lancaster Hwy, Suite 504, Charlotte, NC-28277","{
  ""geo"": {
    ""lat"": ""35.0274013"",
    ""long"": ""-80.850631300000032""
  }
}",USA-South East,"amar.solasa@manabadi.siliconandhra.org,siva.tumuluru@manabadi.siliconandhra.org,nagasridevi.dandamudi@manabadi.siliconandhra.org"
Jacksonville,TRUE,"4968 Greenland Rd, Jacksonville, FL 32258, USA","{
  ""geo"": {
    ""lat"": ""30.1609006"",
    ""long"": ""-81.577399300000025""
  }
}",USA-South East,suresh.chenchala@manabadi.siliconandhra.org
Cumming,TRUE,"829 Atlanta Hwy, Cumming, GA 30040, United States","{
  ""geo"": {
    ""lat"": ""34.181258600000007"",
    ""long"": ""-84.149881999999991""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,kavitha.chinthala@manabadi.siliconandhra.org"
Lafayette,TRUE,"201 Bluebonnet Dr, Lafayette, LA 70508, USA","{
  ""geo"": {
    ""lat"": ""30.1478706"",
    ""long"": ""-92.0103134""
  }
}",USA-South East,swaroopa.ambatipati@manabadi.siliconandhra.org
Brandon - Lithia,TRUE,"6315, Bridgevista Drive, Lithia, FL, 33547, United States","{
  ""geo"": {
    ""lat"": ""27.835542"",
    ""long"": ""-82.215064999999981""
  }
}",USA-South East,parvathi.ganduri@manabadi.siliconandhra.org
Riviera Beach,TRUE,"4152 West Blue Heron Boulevard, Riviera Beach, FL 33404, United States","{
  ""geo"": {
    ""lat"": ""26.784723"",
    ""long"": ""-80.102002200000015""
  }
}",USA-South East,vineela.kotha@manabadi.siliconandhra.org
Westchase,TRUE,"5509, Lynn Road, Tampa, FL, 33624, United States","{
  ""geo"": {
    ""lat"": ""28.044201"",
    ""long"": ""-82.536198000000013""
  }
}",USA-South East,neelima.ketineni@manabadi.siliconandhra.org
Greensboro - High point,TRUE,"Oak Ridge Presbyterian Church  2614 Oak Ridge Rd, Oak Ridge, NC 27310","{
  ""geo"": {
    ""lat"": ""36.1822841"",
    ""long"": ""-79.970332900000017""
  }
}",USA-South East,"sushma.tata@manabadi.siliconandhra.org,amar.solasa@manabadi.siliconandhra.org,sireesha.pothabathula@manabadi.siliconandhra.org"
Lexington (Bhartiya Temple and Cultural Center),TRUE,,"{
  ""geo"": {
    ""lat"": ""38.031361"",
    ""long"": ""-84.355165199999988""
  }
}",USA-South East,
Tallahassee,TRUE,"216 Nabb Loop, Tallahassee, FL 32317, USA","{
  ""geo"": {
    ""lat"": ""30.4586653"",
    ""long"": ""-84.176029999999969""
  }
}",USA-South East,hanu.chilakala@manabadi.siliconandhra.org
West Palm Beach,TRUE,"5106, Bright Galaxy Lane, Greenacres, FL, 33463, United States","{
  ""geo"": {
    ""lat"": ""26.598359"",
    ""long"": ""-80.123410999999976""
  }
}",USA-South East,sirisha.akella@manabadi.siliconandhra.org
Brentwood,TRUE,"9703, Tanglewood Lane, Brentwood, TN, 37027, United States","{
  ""geo"": {
    ""lat"": ""35.9819022"",
    ""long"": ""-86.710850199999982""
  }
}",USA-South East,kamakshi.gudipati@manabadi.siliconandhra.org
Apex - Triangle Math and Science Academy,TRUE,"312 Gregson Dr, Cary, NC 27511, USA","{
  ""geo"": {
    ""lat"": ""35.733193600000007"",
    ""long"": ""-78.806255800000031""
  }
}",USA-South East,"amar.solasa@manabadi.siliconandhra.org,subbarao.meduri@manabadi.siliconandhra.org,sudheer.kothamachu@manabadi.siliconandhra.org"
Cary - Alston Ridge Elementary School,TRUE,"11555 Green Level Church Road, Cary, NC 27519, USA","{
  ""geo"": {
    ""lat"": ""35.8596023"",
    ""long"": ""-78.899047900000028""
  }
}",USA-South East,"amar.solasa@manabadi.siliconandhra.org,krishna.kodali1@manabadi.siliconandhra.org,srinivas.bhagavatula@manabadi.siliconandhra.org"
Alpharetta,TRUE,"625, James Road, Alpharetta, GA, 30004, United States","{
  ""geo"": {
    ""lat"": ""34.1273916"",
    ""long"": ""-84.23667039999998""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,sambasivarao.doddaka@manabadi.siliconandhra.org"
Charlotte North,TRUE,"9545 Poplar Tent Rd, Concord, NC 28027, USA","{
  ""geo"": {
    ""lat"": ""35.4093568"",
    ""long"": ""-80.736642599999982""
  }
}",USA-South East,"amar.solasa@manabadi.siliconandhra.org,sashi.majji@manabadi.siliconandhra.org"
Lakeland,TRUE,"825, Summerfield Drive, Lakeland, FL, 33803, United States","{
  ""geo"": {
    ""lat"": ""28.005299"",
    ""long"": ""-81.966572999999983""
  }
}",USA-South East,avantica.gondi@manabadi.siliconandhra.org
Colin Powell Elementary School (FCPS),TRUE,"13340 Leland Rd, Centreville, VA 20120, USA","{
  ""geo"": {
    ""lat"": ""38.8453093"",
    ""long"": ""-77.407211500000017""
  }
}",USA-South East,"neeraja.guduru@manabadi.siliconandhra.org,deenababu.kondubhatla@manabadi.siliconandhra.org"
Riverdale,TRUE,"Venkateshwara temple Atlanta, 5851 GA-85, Riverdale, GA 30274, USA","{
  ""geo"": {
    ""lat"": ""33.595382400000013"",
    ""long"": ""-84.408600200000024""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,srikanth.borra@manabadi.siliconandhra.org"
Riverdale - Sunday 3:00 PM - 5:00 PM,TRUE,"Venkateshwara temple Atlanta, 5851 GA-85, Riverdale, GA 30274, USA","{
  ""geo"": {
    ""lat"": ""33.595382400000013"",
    ""long"": ""-84.408600200000024""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,jyothi.chintalapudi@manabadi.siliconandhra.org,srikanth.borra@manabadi.siliconandhra.org"
Macon,TRUE,"132 Madison North Drive, Macon, GA 31220, United States","{
  ""geo"": {
    ""lat"": ""32.878285000000012"",
    ""long"": ""-83.790043999999966""
  }
}",USA-South East,"veera.pavuluri@manabadi.siliconandhra.org,vijay.ravilla@manabadi.siliconandhra.org"
Huntsville,TRUE,"14840 Smith Drive, Harvest, AL 35752, United States","{
  ""geo"": {
    ""lat"": ""34.7697965"",
    ""long"": ""-86.791557799999964""
  }
}",USA-South East,srilatha.jampala@manabadi.siliconandhra.org
Memphis,TRUE,"3750, Hacks Cross Road, Memphis, TN, 38125, United States","{
  ""geo"": {
    ""lat"": ""35.0461804"",
    ""long"": ""-89.794716100000016""
  }
}",USA-South East,kiran.parupudi@manabadi.siliconandhra.org
Chattanooga,TRUE,"2346 Rivendell Ln, Chattanooga, TN 37421, USA","{
  ""geo"": {
    ""lat"": ""35.0406471"",
    ""long"": ""-85.142670399999986""
  }
}",USA-South East,chandra.sambu@manabadi.siliconandhra.org
New Tampa - Arbor Greene,TRUE,"17936, Timber View Street, Tampa, FL, 33647, United States","{
  ""geo"": {
    ""lat"": ""28.13471"",
    ""long"": ""-82.322915999999964""
  }
}",USA-South East,"malini.tangirala@manabadi.siliconandhra.org,sireesha.katipalli@manabadi.siliconandhra.org"
Winston-Salem,TRUE,"5202 Ivy Ridge Lane, Winston-Salem, North Carolina 27104, United States","{
  ""geo"": {
    ""lat"": ""36.0740664"",
    ""long"": ""-80.358877300000017""
  }
}",USA-South East,srinivasa.chintalapati@manabadi.siliconandhra.org
Norcross,TRUE,5511 Williams Rd. Norcross  Georgia  30093,"{
  ""geo"": {
    ""lat"": ""33.900502"",
    ""long"": ""-84.173701999999992""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,somashekhar.chaganti@manabadi.siliconandhra.org,pradeepa.duddilla@manabadi.siliconandhra.org"
Little Rock,TRUE,"1700, Napa Valley Drive, Little Rock, AR, 72212, United States","{
  ""geo"": {
    ""lat"": ""34.7696555"",
    ""long"": ""-92.4121581""
  }
}",USA-South East,sudhir.mandali@manabadi.siliconandhra.org
"Orlando, Fl (JCC)",TRUE,"5729 Rue Galilee Ln, Sanford, FL 32771, USA","{
  ""geo"": {
    ""lat"": ""28.8174269"",
    ""long"": ""-81.36166089999999""
  }
}",USA-South East,praveenareddy.nawala@manabadi.siliconandhra.org
Sanford - Lake Mary,TRUE,"5729 Rue Galilee Ln, Sanford, FL 32771, USA","{
  ""geo"": {
    ""lat"": ""28.8174269"",
    ""long"": ""-81.3616609""
  }
}",USA-South East,praveenareddy.nawala@manabadi.siliconandhra.org
Dunwoody,TRUE,"4276, Chamblee Dunwoody Road, Chamblee, GA, 30341, United States","{
  ""geo"": {
    ""lat"": ""33.9148131"",
    ""long"": ""-84.315751400000011""
  }
}",USA-South East,"vijay.ravilla@manabadi.siliconandhra.org,lalitapadmini.challa@manabadi.siliconandhra.org,vijay.kundeti@manabadi.siliconandhra.org"
Louisville,TRUE,"4213 Accomack Dr, Louisville, KY 40241, USA","{
  ""geo"": {
    ""lat"": ""38.3052016"",
    ""long"": ""-85.5438322""
  }
}",USA-South East,prathyusha.jain@manabadi.siliconandhra.org
Virginia Beach,TRUE,"5644 Magnolia Run Cir, Virginia Beach, VA 23464, United States","{
  ""geo"": {
    ""lat"": ""36.7724859"",
    ""long"": ""-76.1830248""
  }
}","USA-South East,Virginia",sabarinath.kanuri@manabadi.siliconandhra.org
Ashburn,TRUE,"23415 Evergreen Ridge Dr, Ashburn, VA 20148, USA","{
  ""geo"": {
    ""lat"": ""38.970202"",
    ""long"": ""-77.512172999999962""
  }
}","USA-South East,Virginia",amrita.jamalamadaka@manabadi.siliconandhra.org
Aldie - South Riding,TRUE,"26020, Ticonderoga Road, Chantilly, VA, 20152, United States","{
  ""geo"": {
    ""lat"": ""38.8966989"",
    ""long"": ""-77.523023999999964""
  }
}","USA-South East,Virginia","annapurna.adapa@manabadi.siliconandhra.org,smitha.tumuluri@manabadi.siliconandhra.org"
Austin,TRUE,,"{
  ""geo"": null
}",USA-South West,
Austin-Round Rock,TRUE,"1401 Interstate 35 Frontage Road, Round Rock, TX 78664, United States","{
  ""geo"": {
    ""lat"": ""30.4962748"",
    ""long"": ""-97.677543599999979""
  }
}",USA-South West,"sandeep.kasibhotla@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
"East Plano (Richardson, Murphy, Wylie, Allen)",TRUE,"2540, East Plano Parkway, Plano, TX, 75074, United States","{
  ""geo"": {
    ""lat"": ""33.005773799999993"",
    ""long"": ""-96.681285099999968""
  }
}",USA-South West,"bhaskar.rayavaram@manabadi.siliconandhra.org,gayathri.siram@manabadi.siliconandhra.org,ramarao.paluri@manabadi.siliconandhra.org,gautam.kasturi@manabadi.siliconandhra.org,rajyalakshmi.jeedigunta@manabadi.siliconandhra.org"
Austin-North (previously Cedar Park-Sai Temple),TRUE,"Austin, TX, United States","{
  ""geo"": {
    ""lat"": ""30.267153"",
    ""long"": ""-97.743060799999967""
  }
}",USA-South West,"kishore.buddharaju@manabadi.siliconandhra.org,jyothsna.anand@manabadi.siliconandhra.org,deenababu.kondubhatla@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
Austin-Steiner Ranch,TRUE,"Steiner Ranch, Austin, TX, United States","{
  ""geo"": {
    ""lat"": ""30.3639152"",
    ""long"": ""-97.899375599999985""
  }
}",USA-South West,"lavanya.reddy@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
Castle Hills - Lewisville,TRUE,"817 Winehart Street, Lewisville, TX 75056, United States","{
  ""geo"": {
    ""lat"": ""33.0632488"",
    ""long"": ""-96.877840600000013""
  }
}",USA-South West,"sailakshmigirijaa.kalahasti@manabadi.siliconandhra.org,ramarao.paluri@manabadi.siliconandhra.org"
Austin-Cedar Park,TRUE,"13010 West Parmer Lane, Cedar Park, TX, United States","{
  ""geo"": {
    ""lat"": ""30.5336382"",
    ""long"": ""-97.781030900000019""
  }
}",USA-South West,"kishore.buddharaju@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
Houston - Clear Lake,TRUE,,"{
  ""geo"": {
    ""lat"": ""41.7481"",
    ""long"": ""88.1656""
  }
}",USA-South West,
Tulsa,TRUE,"1801 Victor Ave, Tulsa, OK 74114, USA","{
  ""geo"": {
    ""lat"": ""36.1237808"",
    ""long"": ""-95.9648775""
  }
}",USA-South West,"ramana.munagala@manabadi.siliconandhra.org,divya.karri@manabadi.siliconandhra.org"
Oklahoma City,TRUE,"7200 North Coltrane Road, Oklahoma City, OK 73121, United States","{
  ""geo"": {
    ""lat"": ""35.5445999"",
    ""long"": ""-97.441734900000029""
  }
}",USA-South West,"aparna.kakani@manabadi.siliconandhra.org,ganabala.medisetti@manabadi.siliconandhra.org"
Houston - Cypress,TRUE,"15306 Bartlett Landing Dr, Cypress, TX, United States","{
  ""geo"": {
    ""lat"": ""29.9979505"",
    ""long"": ""-95.72285119999998""
  }
}",USA-South West,iragavarapu.tatikonda@manabadi.siliconandhra.org
Austin (East - Austin Hindu Temple),TRUE,"9801 Decker Lake Road, Austin, TX, United States","{
  ""geo"": {
    ""lat"": ""30.2823416"",
    ""long"": ""-97.618921699999987""
  }
}",USA-South West,"ganabala.medisetti@manabadi.siliconandhra.org,satyanarayanar.gollavilli@manabadi.siliconandhra.org"
Austin (East - Austin Hindu Temple),TRUE,"9801 Decker Lake Road, Austin, TX, United States","{
  ""geo"": {
    ""lat"": ""30.2823416"",
    ""long"": ""-97.618921699999987""
  }
}",USA-South West,
West Frisco - Wisdom Montessori,TRUE,"25679 Smotherman Rd, Frisco, TX 75033","{
  ""geo"": {
    ""lat"": ""33.1636251"",
    ""long"": ""-96.8889297""
  }
}","USA-South West,DFW","srineela.kandala@manabadi.siliconandhra.org,gowriprasanthi.paruchuri@manabadi.siliconandhra.org"
Irving - Radha Govind Dham -Do not register for this location,TRUE,"8888 N MacArthur Blvd, Irving, TX 75063","{
  ""geo"": {
    ""lat"": ""32.9276065"",
    ""long"": ""-96.95143680000001""
  }
}","USA-South West,DFW","swamy.chamarthy@manabadi.siliconandhra.org,ramarao.paluri@manabadi.siliconandhra.org,mahima.sonu@manabadi.siliconandhra.org"
Irving Sunday - North Hills Prep School,TRUE,"606 East Royal Lane, Irving, TX 75039, United States","{
  ""geo"": {
    ""lat"": ""32.8945901"",
    ""long"": ""-96.9323""
  }
}","USA-South West,DFW",sasi.goteti@manabadi.siliconandhra.org
Phoenix (North),TRUE,"2323 West Parkside Lane, Phoenix, AZ 85027, United States","{
  ""geo"": {
    ""lat"": ""33.6952126"",
    ""long"": ""-112.10982280000002""
  }
}","USA-South West,Phoenix - AZ",gayatri.pothula@manabadi.siliconandhra.org
Houston - Hillcroft,TRUE,"5645 Hillcroft Ave, Houston, TX 77074, USA","{
  ""geo"": {
    ""lat"": ""29.721665299999991"",
    ""long"": ""-95.500155899999982""
  }
}","USA-South West,Texas (South)","anupama.damara@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org"
Houston - Katy,TRUE,"21915 Royal Montreal Dr, Katy, TX 77450, USA","{
  ""geo"": {
    ""lat"": ""29.7484577"",
    ""long"": ""-95.752899299999967""
  }
}","USA-South West,Texas (South)","veerabhadrarao.kambala@manabadi.siliconandhra.org,chandana.kakarla@manabadi.siliconandhra.org"
Houston - The Woodlands (Hindu Temple),TRUE,"10010 Branch Crossing Drive, The Woodlands, TX 77382, United States","{
  ""geo"": {
    ""lat"": ""30.1846541"",
    ""long"": ""-95.566306300000008""
  }
}","USA-South West,Texas (South)","swathi.vadlamani@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org,balaji.musaboyina@manabadi.siliconandhra.org"
Midland - Odessa,TRUE,"7803 Giavanna Dr, Odessa, TX 79765, USA","{
  ""geo"": {
    ""lat"": ""31.903713200000009"",
    ""long"": ""-102.2860458""
  }
}","USA-South West,Texas (South)","praveena.alahari@manabadi.siliconandhra.org,veerabhadrarao.kambala@manabadi.siliconandhra.org"
Morganville - Matawan,TRUE,"401 Lloyd Road, Matawan, NJ 07747, United States","{
  ""geo"": {
    ""lat"": ""40.404029"",
    ""long"": ""-74.220333900000014""
  }
}","New Jersey (North),USA-North East","rajeev.gabbita@manabadi.siliconandhra.org,rama.gabbita@manabadi.siliconandhra.org"
Edison (Woodrow Wilson Middle School),TRUE,"50 Woodrow Wilson Drive, Edison, NJ 08820, United States","{
  ""geo"": {
    ""lat"": ""40.554578699999993"",
    ""long"": ""-74.3758211""
  }
}","New Jersey (North),USA-North East",aparna.siddabattuni@manabadi.siliconandhra.org
Parsippany - Brooklawn Middle School,TRUE,"250 Beachwood Rd, Parsippany, NJ 07054, USA","{
  ""geo"": {
    ""lat"": ""40.8577433"",
    ""long"": ""-74.44991570000002""
  }
}","New Jersey (North),USA-North East",kalyan.bondalakunta@manabadi.siliconandhra.org
